5	49	66	38	16	87	41	41	3	58	0	54	59	68	3	79	17	96	91	95	2	25	62	39	66	55	47	74	97	96	57	56	41	29	69	43	72	6	68	97	39	87	61	8	25	14	4	70	73	56	44	73	48	23	91	59	39	61	60	56	80	75	23	56	82	26	6	1	47	53	69	49	59	65	29	23	73	67	3	83	23	59	40	42	51	75	27	80	68	27	16	91	63	44	85	78	92	52	27	77
21	26	21	65	18	40	61	2	82	28	54	0	65	34	65	10	64	80	63	44	13	56	44	6	82	4	20	32	97	57	53	47	46	88	24	90	86	17	91	57	20	58	35	93	11	39	74	90	42	35	2	54	14	72	54	67	78	1	78	22	73	71	16	93	72	18	44	95	53	84	26	49	8	34	72	43	63	27	25	92	34	76	81	73	69	22	47	85	51	71	39	4	25	74	87	5	56	34	19	20
70	71	40	27	97	80	83	76	41	6	59	65	0	96	3	39	54	16	16	57	30	19	88	16	6	77	60	60	66	67	99	65	81	62	95	47	88	30	64	14	42	43	80	57	49	72	10	33	14	87	47	85	65	68	13	8	90	39	15	6	16	77	20	23	71	36	8	5	70	80	72	98	48	50	29	2	37	30	48	44	71	4	72	55	79	39	3	35	57	35	5	65	57	97	35	58	65	55	51	5
30	65	87	87	65	99	55	63	92	53	68	34	96	0	15	62	19	14	35	38	81	76	87	93	17	31	11	39	59	90	28	30	75	62	39	18	25	37	88	79	9	47	59	25	9	68	9	3	74	14	83	83	97	62	38	36	15	38	19	73	45	45	9	23	83	87	49	96	73	59	48	64	15	63	24	95	98	85	70	9	24	58	87	90	38	24	79	42	49	96	9	77	36	13	77	82	51	46	86	30
54	99	54	83	25	54	54	38	48	85	3	65	3	15	0	80	94	91	58	76	67	30	94	20	84	98	11	85	62	3	60	26	94	84	32	50	74	9	49	52	10	53	40	64	23	17	58	42	89	8	85	65	75	75	35	79	31	38	24	39	79	97	15	81	94	25	13	11	33	67	31	50	59	67	79	50	72	2	87	59	88	65	14	7	80	91	70	62	18	6	89	97	11	24	90	77	17	6	83	4
69	69	39	99	39	46	82	58	88	43	79	10	39	62	80	0	13	66	76	11	30	1	27	2	46	16	9	69	46	71	35	98	76	48	36	47	96	86	37	90	14	23	27	68	98	45	53	11	1	46	14	5	72	97	31	91	50	92	73	94	79	67	84	5	2	52	79	36	4	38	44	44	65	30	54	54	26	54	33	36	47	95	74	67	34	37	41	82	44	57	8	55	32	3	12	94	26	53	61	89
83	87	4	48	43	90	80	12	67	98	17	64	54	19	94	13	0	17	35	26	62	40	77	42	4	32	69	63	81	80	9	73	38	75	3	90	52	64	65	89	80	50	64	55	53	37	74	75	81	60	96	8	27	57	7	12	85	14	34	91	14	14	41	7	76	99	81	27	42	96	97	63	95	36	50	19	94	19	97	10	95	68	66	74	20	22	98	65	75	59	36	72	80	74	69	78	70	87	30	38
41	83	73	35	54	5	21	37	19	48	96	80	16	14	91	66	17	0	72	56	10	49	78	52	44	5	65	94	68	16	34	24	21	41	48	57	91	95	12	34	41	30	7	40	15	82	7	24	93	81	21	45	31	11	54	25	50	84	89	49	55	33	12	44	12	75	41	14	36	25	9	3	42	46	3	60	47	95	30	38	44	72	37	1	84	63	46	47	93	23	28	59	84	41	78	33	13	90	22	21
3	8	76	93	14	90	75	8	65	42	91	63	16	35	58	76	35	72	0	45	7	46	39	57	28	38	12	94	34	8	24	82	92	15	87	67	90	17	25	77	68	15	33	30	21	75	17	28	95	98	25	90	91	20	65	10	1	75	56	9	68	55	44	79	64	2	64	50	26	91	34	70	26	1	34	63	31	72	90	98	66	64	36	47	98	70	88	32	35	44	19	64	57	28	31	3	38	74	69	26
35	65	54	79	14	35	56	34	94	98	95	44	57	38	76	11	26	56	45	0	61	84	91	36	3	73	48	27	86	85	76	14	5	66	49	47	58	89	5	62	98	81	15	30	74	81	47	54	48	11	15	84	61	63	49	48	21	95	16	54	77	22	30	73	15	57	68	88	68	22	6	84	53	55	32	53	49	40	80	40	6	3	65	7	53	20	15	94	53	80	39	18	46	46	42	89	10	44	11	26
46	51	91	52	28	27	25	22	30	79	2	13	30	81	67	30	62	10	7	61	0	52	25	44	18	13	6	69	81	79	52	99	56	57	22	98	93	73	35	45	52	36	5	68	1	45	66	58	58	50	27	34	87	43	82	8	20	8	45	34	60	35	3	2	59	66	4	66	56	17	78	2	6	7	8	43	62	22	67	63	67	75	89	73	91	16	1	52	69	35	17	22	9	63	39	24	74	63	27	1
39	10	38	18	93	48	40	45	17	90	25	56	19	76	30	1	40	49	46	84	52	0	14	6	23	53	62	56	90	52	49	59	48	32	22	2	16	44	50	35	79	18	68	67	22	48	94	9	40	41	87	72	45	37	99	92	6	20	47	82	6	97	5	81	7	78	74	66	43	8	49	93	27	69	11	71	39	18	10	93	21	11	65	6	27	77	44	23	83	57	65	87	37	22	38	6	35	21	66	88
44	84	10	6	6	78	84	46	65	14	62	44	88	87	94	27	77	78	39	91	25	14	0	25	85	20	6	91	92	79	67	78	38	51	49	47	20	98	38	53	42	64	76	34	20	36	39	64	5	85	66	71	81	58	35	53	94	46	50	10	9	10	96	74	7	88	78	22	68	83	96	77	81	66	51	64	23	97	8	40	58	4	67	30	55	28	13	23	56	70	71	83	58	91	98	16	56	58	12	91
93	36	41	13	51	47	2	31	85	47	39	6	16	93	20	2	42	52	57	36	44	6	25	0	34	28	70	91	12	67	40	17	40	71	10	28	7	17	61	34	89	77	70	60	97	60	41	10	68	61	90	44	2	84	72	97	67	62	32	35	50	91	90	60	26	24	28	32	45	52	82	48	14	89	46	40	10	79	1	75	22	84	86	20	72	12	98	1	9	85	22	20	20	42	54	48	85	42	59	86
5	15	47	55	21	56	30	22	38	99	66	82	6	17	84	46	4	44	28	3	18	23	85	34	0	4	49	91	4	75	44	69	21	97	6	33	45	88	86	15	50	78	93	65	20	72	20	95	25	4	72	83	7	40	18	84	21	70	26	90	59	37	81	17	54	69	40	18	64	42	54	68	45	97	58	60	47	86	66	67	27	37	18	96	61	15	45	35	77	53	57	43	60	54	24	80	5	14	16	37
38	45	38	9	42	38	97	40	82	27	55	4	77	31	98	16	32	5	38	73	13	53	20	28	4	0	9	1	9	71	18	21	42	3	79	56	28	16	79	8	94	55	89	19	37	13	61	70	79	3	47	73	63	42	69	4	63	3	18	56	49	25	18	22	49	70	60	48	63	49	25	88	58	78	6	78	63	4	26	6	99	80	94	74	25	12	18	29	89	44	93	90	72	61	36	88	89	32	70	52
60	96	91	27	69	56	33	48	39	84	47	20	60	11	11	9	69	65	12	48	6	62	6	70	49	9	0	63	38	90	92	44	90	86	72	73	21	20	18	11	87	39	6	31	24	63	63	62	81	14	59	60	76	27	9	19	37	32	98	57	88	49	75	81	61	34	98	47	37	85	75	10	72	32	8	65	19	41	2	1	69	10	3	58	17	30	36	23	44	56	86	48	98	52	97	87	16	52	53	81
72	25	46	21	40	64	47	34	69	21	74	32	60	39	85	69	63	94	94	27	69	56	91	91	91	1	63	0	93	2	50	38	1	2	38	67	30	40	54	61	89	89	44	39	96	64	8	55	99	54	31	24	28	50	96	70	45	44	42	53	12	86	36	24	54	39	54	65	35	41	38	3	29	67	78	7	91	96	87	63	68	62	57	92	30	78	47	19	79	54	36	31	16	70	21	14	95	49	83	90
42	7	97	64	68	1	90	16	11	87	97	97	66	59	62	46	81	68	34	86	81	90	92	12	4	9	38	93	0	40	63	95	99	47	19	48	79	3	67	94	80	41	36	48	52	62	99	56	56	77	34	82	20	5	5	96	38	7	46	88	65	98	57	29	30	94	36	13	39	34	46	18	89	47	22	98	47	80	24	71	71	87	53	28	76	37	86	2	21	68	18	51	86	88	57	42	3	83	5	50
45	39	32	78	70	97	40	33	36	42	96	57	67	90	3	71	80	16	8	85	79	52	79	67	75	71	90	2	40	0	76	83	7	12	96	22	62	69	28	1	9	99	26	45	86	7	64	37	85	74	46	55	42	90	27	22	95	63	92	61	34	29	17	33	63	49	85	47	34	16	4	75	45	40	14	46	98	20	3	95	14	74	7	65	35	9	93	83	19	72	98	20	22	53	25	40	57	56	78	62
71	25	56	44	49	74	31	84	52	45	57	53	99	28	60	35	9	34	24	76	52	49	67	40	44	18	92	50	63	76	0	71	2	33	37	69	50	4	54	64	5	32	7	13	13	44	67	60	71	64	1	26	28	58	10	21	87	26	41	80	85	56	15	32	29	57	6	37	92	7	37	9	35	43	84	15	83	67	87	40	93	85	60	11	51	30	98	20	10	71	62	97	93	7	24	15	29	7	3	54
68	10	90	36	75	67	98	77	56	71	56	47	65	30	26	98	73	24	82	14	99	59	78	17	69	21	44	38	95	83	71	0	7	32	60	35	59	57	71	42	27	24	23	52	82	83	4	81	85	38	60	8	9	26	56	39	69	58	20	88	21	56	22	65	88	70	12	55	44	29	63	20	1	69	83	95	63	56	24	2	69	21	4	83	9	47	75	40	78	32	2	58	83	94	78	22	19	56	41	49
69	43	8	27	17	47	54	55	33	37	41	46	81	75	94	76	38	21	92	5	56	48	38	40	21	42	90	1	99	7	2	7	0	89	40	67	67	14	56	83	12	71	38	78	57	11	68	79	52	99	25	29	5	58	71	17	80	39	79	19	85	54	69	95	30	18	46	38	22	65	11	37	83	64	50	10	53	36	74	83	75	52	26	83	19	25	53	19	61	24	45	79	64	44	88	16	59	3	52	49
89	19	29	71	47	14	31	54	60	76	29	88	62	62	84	48	75	41	15	66	57	32	51	71	97	3	86	2	47	12	33	32	89	0	98	66	26	77	39	34	91	52	41	67	20	70	11	83	87	73	54	59	36	81	46	10	67	98	15	74	13	71	28	69	70	62	90	84	42	48	56	15	14	10	72	59	70	58	83	93	23	45	4	97	96	16	31	11	6	64	1	40	48	11	16	78	39	74	25	38
62	24	83	13	81	65	48	88	61	94	69	24	95	39	32	36	3	48	87	49	22	22	49	10	6	79	72	38	19	96	37	60	40	98	0	21	80	9	47	82	39	79	49	58	26	91	44	65	57	83	91	7	23	16	71	89	9	62	93	75	79	9	86	88	74	3	22	78	98	46	94	87	17	14	85	86	92	47	81	91	39	50	67	69	36	31	86	32	9	56	44	31	56	36	2	31	38	58	94	35
61	61	23	97	94	7	18	86	92	71	43	90	47	18	50	47	90	57	67	47	98	2	47	28	33	56	73	67	48	22	69	35	67	66	21	0	45	50	67	33	21	72	25	48	26	17	41	34	63	97	22	53	50	73	59	41	6	50	66	7	43	66	99	30	39	21	61	69	30	83	19	91	40	45	54	39	5	31	67	63	29	93	26	10	6	2	69	27	35	49	4	65	51	14	68	57	18	8	21	47
45	63	65	13	23	75	46	21	11	49	72	86	88	25	74	96	52	91	90	58	93	16	20	7	45	28	21	30	79	62	50	59	67	26	80	45	0	77	84	56	6	7	8	23	49	8	7	66	5	29	63	16	10	78	14	84	72	58	6	98	76	38	75	91	72	91	60	17	18	37	53	52	39	94	37	93	70	76	75	87	29	51	75	59	42	56	55	37	5	23	94	63	35	58	19	98	47	64	38	98
6	79	22	82	41	20	66	67	37	87	6	17	30	37	9	86	64	95	17	89	73	44	98	17	88	16	20	40	3	69	4	57	14	77	9	50	77	0	72	46	19	27	21	86	46	7	18	3	18	79	18	84	11	39	20	96	17	28	30	24	52	28	12	46	71	90	23	18	94	14	97	16	4	33	69	80	44	82	11	49	69	5	23	33	78	87	46	35	24	72	96	58	2	12	88	81	89	31	55	90
45	23	42	70	27	86	4	88	34	38	68	91	64	88	49	37	65	12	25	5	35	50	38	61	86	79	18	54	67	28	54	71	56	39	47	67	84	72	0	46	89	3	6	16	79	78	88	12	98	96	33	32	1	9	23	61	50	9	18	90	50	19	20	35	46	46	65	79	73	39	69	61	60	17	67	6	75	58	48	70	55	62	35	6	48	56	56	9	50	31	85	59	11	54	90	75	60	77	40	26
73	95	16	65	49	58	60	33	47	13	97	57	14	79	52	90	89	34	77	62	45	35	53	34	15	8	11	61	94	1	64	42	83	34	82	33	56	46	46	0	96	93	77	4	94	30	90	29	5	66	85	94	40	15	41	1	69	30	19	37	97	78	53	18	99	5	22	72	23	33	99	86	32	67	1	61	38	67	93	52	91	39	61	73	31	35	93	20	93	67	29	35	82	33	65	2	48	76	61	89
41	44	33	3	49	27	49	68	1	36	39	20	42	9	10	14	80	41	68	98	52	79	42	89	50	94	87	89	80	9	5	27	12	91	39	21	6	19	89	96	0	50	27	65	97	38	26	63	53	97	51	67	75	91	67	17	60	36	44	66	26	42	70	56	92	29	23	17	34	59	26	7	27	42	1	85	56	50	29	12	87	86	38	24	49	98	88	81	70	55	48	72	11	88	14	96	76	90	79	83
38	7	97	11	24	13	5	30	32	46	87	58	43	47	53	23	50	30	15	81	36	18	64	77	78	55	39	89	41	99	32	24	71	52	79	72	7	27	3	93	50	0	90	87	60	27	74	72	40	66	65	92	53	7	8	73	45	53	14	94	35	8	29	28	44	49	83	22	34	2	46	93	1	21	93	77	72	90	34	29	20	20	66	4	68	26	21	55	14	6	66	31	32	93	60	44	21	10	8	70
25	40	22	64	87	26	31	85	95	81	61	35	80	59	40	27	64	7	33	15	5	68	76	70	93	89	6	44	36	26	7	23	38	41	49	25	8	21	6	77	27	90	0	52	92	78	61	11	64	65	56	57	83	62	72	77	56	14	92	21	61	27	55	7	66	99	96	77	26	80	70	79	67	53	77	74	66	77	6	23	85	13	37	7	86	96	68	57	20	32	46	81	97	10	78	6	88	59	99	43
53	86	55	11	6	75	25	41	49	53	8	93	57	25	64	68	55	40	30	30	68	67	34	60	65	19	31	39	48	45	13	52	78	67	58	48	23	86	16	4	65	87	52	0	10	96	21	75	77	68	61	12	26	54	78	86	35	56	3	60	85	55	79	42	70	54	11	18	87	95	80	49	9	91	50	65	90	37	32	20	41	50	63	34	82	71	13	31	90	2	4	69	27	79	36	65	40	47	92	43
37	41	6	46	11	63	75	79	16	51	25	11	49	9	23	98	53	15	21	74	1	22	20	97	20	37	24	96	52	86	13	82	57	20	26	26	49	46	79	94	97	60	92	10	0	13	86	97	82	5	9	43	46	17	53	29	11	95	62	38	21	63	27	97	88	64	66	79	86	95	66	25	43	60	75	98	90	97	60	14	23	38	53	35	44	42	62	16	44	57	41	48	97	22	79	31	23	10	12	97
42	9	24	55	69	64	98	7	76	53	14	39	72	68	17	45	37	82	75	81	45	48	36	60	72	13	63	64	62	7	44	83	11	70	91	17	8	7	78	30	38	27	78	96	13	0	54	92	10	30	44	80	42	83	6	3	33	86	56	11	61	58	67	66	93	68	28	96	49	4	85	65	96	37	24	70	26	83	49	59	18	80	71	71	38	21	13	92	47	7	30	55	17	84	43	11	28	68	25	98
51	7	55	28	62	82	37	35	72	52	4	74	10	9	58	53	74	7	17	47	66	94	39	41	20	61	63	8	99	64	67	4	68	11	44	41	7	18	88	90	26	74	61	21	86	54	0	63	40	84	81	91	36	49	71	46	69	1	83	29	75	16	55	8	34	16	21	3	93	18	85	63	26	52	50	8	32	51	12	19	61	54	45	70	6	74	18	33	74	81	38	84	6	62	5	14	70	46	73	92
39	79	93	60	47	77	78	81	4	11	70	90	33	3	42	11	75	24	28	54	58	9	64	10	95	70	62	55	56	37	60	81	79	83	65	34	66	3	12	29	63	72	11	75	97	92	63	0	66	19	2	92	52	6	59	72	31	38	83	61	1	92	80	7	43	55	40	23	8	47	14	6	85	76	51	75	2	98	93	40	14	85	37	69	93	50	67	63	44	56	19	5	69	64	90	12	93	22	12	29
84	78	90	60	36	46	19	15	25	81	73	42	14	74	89	1	81	93	95	48	58	40	5	68	25	79	81	99	56	85	71	85	52	87	57	63	5	18	98	5	53	40	64	77	82	10	40	66	0	71	57	45	71	70	83	45	32	56	1	37	90	63	72	57	43	25	14	61	97	95	94	26	69	1	51	32	69	65	1	40	17	3	90	70	20	27	69	37	36	31	8	62	87	39	18	11	32	60	90	28
20	67	2	92	26	68	1	8	84	48	56	35	87	14	8	46	60	81	98	11	50	41	85	61	4	3	14	54	77	74	64	38	99	73	83	97	29	79	96	66	97	66	65	68	5	30	84	19	71	0	64	24	67	49	31	28	74	57	21	24	54	57	75	59	26	47	27	42	29	32	46	27	24	90	61	88	8	39	3	48	74	62	15	70	29	37	84	30	82	68	56	91	93	53	13	95	43	78	8	78
23	79	78	42	45	57	51	40	37	75	44	2	47	83	85	14	96	21	25	15	27	87	66	90	72	47	59	31	34	46	1	60	25	54	91	22	63	18	33	85	51	65	56	61	9	44	81	2	57	64	0	29	1	88	41	65	6	28	66	17	4	93	65	57	31	86	43	71	18	49	81	1	88	50	66	82	37	50	31	10	50	28	91	88	81	19	16	50	15	39	4	33	54	27	59	18	29	2	77	97
45	79	15	16	74	74	46	78	99	72	73	54	85	83	65	5	8	45	90	84	34	72	71	44	83	73	60	24	82	55	26	8	29	59	7	53	16	84	32	94	67	92	57	12	43	80	91	92	45	24	29	0	55	16	33	55	6	85	8	63	83	40	71	86	11	85	23	4	43	21	20	18	96	67	74	19	5	31	65	3	61	10	96	59	33	50	41	21	78	16	87	80	5	3	98	17	94	93	52	42
7	25	47	65	60	59	39	42	56	66	48	14	65	97	75	72	27	31	91	61	87	45	81	2	7	63	76	28	20	42	28	9	5	36	23	50	10	11	1	40	75	53	83	26	46	42	36	52	71	67	1	55	0	35	73	41	76	49	21	95	57	4	77	95	78	36	79	85	79	43	96	9	59	4	92	82	36	12	80	22	8	22	53	94	40	29	70	37	97	39	67	88	82	51	13	50	97	3	93	98
12	66	79	18	96	8	95	94	37	97	23	72	68	62	75	97	57	11	20	63	43	37	58	84	40	42	27	50	5	90	58	26	58	81	16	73	78	39	9	15	91	7	62	54	17	83	49	6	70	49	88	16	35	0	50	56	16	76	67	18	13	40	37	71	58	71	44	71	69	25	79	53	40	77	63	56	41	63	46	49	35	12	20	79	98	84	62	47	11	91	9	25	9	76	90	1	35	57	63	93
74	37	93	63	16	83	47	87	95	30	91	54	13	38	35	31	7	54	65	49	82	99	35	72	18	69	9	96	5	27	10	56	71	46	71	59	14	20	23	41	67	8	72	78	53	6	71	59	83	31	41	33	73	50	0	67	3	29	18	92	9	69	56	23	62	64	13	55	72	62	88	52	83	79	64	42	12	91	79	6	88	49	33	16	91	28	41	90	24	18	48	80	71	93	43	14	4	62	90	28
23	67	32	67	74	63	64	32	36	17	59	67	8	36	79	91	12	25	10	48	8	92	53	97	84	4	19	70	96	22	21	39	17	10	89	41	84	96	61	1	17	73	77	86	29	3	46	72	45	28	65	55	41	56	67	0	21	83	43	42	74	80	65	5	6	43	76	55	91	46	37	37	22	21	67	60	3	81	75	60	89	28	17	81	21	53	19	86	67	81	59	21	99	10	34	20	34	18	37	97
99	30	5	54	49	86	47	14	97	2	39	78	90	15	31	50	85	50	1	21	20	6	94	67	21	63	37	45	38	95	87	69	80	67	9	6	72	17	50	69	60	45	56	35	11	33	69	31	32	74	6	6	76	16	3	21	0	54	82	88	83	69	18	64	13	71	55	67	21	54	56	5	30	9	88	97	41	60	44	20	64	81	95	81	8	35	68	35	84	24	78	49	21	35	66	49	49	58	11	65
67	53	85	50	54	15	85	88	35	13	61	1	39	38	38	92	14	84	75	95	8	20	46	62	70	3	32	44	7	63	26	58	39	98	62	50	58	28	9	30	36	53	14	56	95	86	1	38	56	57	28	85	49	76	29	83	54	0	84	47	95	53	29	4	47	45	62	37	2	28	9	96	90	63	81	51	41	39	14	13	80	71	8	20	86	72	35	67	43	62	76	36	18	19	90	18	76	39	74	46
27	92	13	27	81	49	67	21	64	70	60	78	15	19	24	73	34	89	56	16	45	47	50	32	26	18	98	42	46	92	41	20	79	15	93	66	6	30	18	19	44	14	92	3	62	56	83	83	1	21	66	8	21	67	18	43	82	84	0	3	51	49	35	31	81	67	74	14	87	18	71	17	91	22	81	32	44	11	31	29	92	58	33	41	93	98	67	82	8	11	63	23	22	76	13	44	85	96	26	59
14	82	45	76	7	17	71	18	62	48	56	22	6	73	39	94	91	49	9	54	34	82	10	35	90	56	57	53	88	61	80	88	19	74	75	7	98	24	90	37	66	94	21	60	38	11	29	61	37	24	17	63	95	18	92	42	88	47	3	0	34	38	88	56	61	71	62	45	71	41	30	49	10	16	31	21	4	63	41	37	23	63	18	18	53	47	44	10	11	4	96	3	7	49	44	96	43	56	30	63
25	4	9	65	11	72	85	73	62	49	80	73	16	45	79	79	14	55	68	77	60	6	9	50	59	49	88	12	65	34	85	21	85	13	79	43	76	52	50	97	26	35	61	85	21	61	75	1	90	54	4	83	57	13	9	74	83	95	51	34	0	76	40	68	2	34	35	31	2	96	31	35	47	1	78	97	51	46	75	22	50	34	22	74	29	47	43	55	34	66	13	7	88	90	56	57	58	52	7	42
61	98	34	37	24	24	81	88	78	25	75	71	77	45	97	67	14	33	55	22	35	97	10	91	37	25	49	86	98	29	56	56	54	71	9	66	38	28	19	78	42	8	27	55	63	58	16	92	63	57	93	40	4	40	69	80	69	53	49	38	76	0	23	97	91	14	77	80	44	4	51	30	26	37	76	50	37	48	75	69	94	50	95	74	24	4	18	4	51	10	96	92	74	18	22	85	13	17	49	70
69	13	8	93	8	83	69	33	75	23	23	16	20	9	15	84	41	12	44	30	3	5	96	90	81	18	75	36	57	17	15	22	69	28	86	99	75	12	20	53	70	29	55	79	27	67	55	80	72	75	65	71	77	37	56	65	18	29	35	88	40	23	0	72	17	61	27	94	64	63	54	8	93	48	21	34	74	81	46	28	32	61	49	39	18	20	92	16	5	29	83	66	58	42	96	32	89	16	91	49
41	90	72	42	14	82	21	72	96	70	56	93	23	23	81	5	7	44	79	73	2	81	74	60	17	22	81	24	29	33	32	65	95	69	88	30	91	46	35	18	56	28	7	42	97	66	8	7	57	59	57	86	95	71	23	5	64	4	31	56	68	97	72	0	65	1	96	45	43	18	88	45	58	23	15	33	88	33	96	24	57	24	83	15	69	73	62	35	33	26	94	96	96	84	64	52	26	59	11	90
33	75	23	76	2	43	28	43	56	52	82	72	71	83	94	2	76	12	64	15	59	7	7	26	54	49	61	54	30	63	29	88	30	70	74	39	72	71	46	99	92	44	66	70	88	93	34	43	43	26	31	11	78	58	62	6	13	47	81	61	2	91	17	65	0	45	64	57	65	64	70	22	3	37	54	72	3	74	70	58	99	43	25	21	69	90	80	55	31	11	69	36	99	29	24	71	94	39	37	62
48	21	49	54	52	66	73	33	11	26	26	18	36	87	25	52	99	75	2	57	66	78	88	24	69	70	34	39	94	49	57	70	18	62	3	21	91	90	46	5	29	49	99	54	64	68	16	55	25	47	86	85	36	71	64	43	71	45	67	71	34	14	61	1	45	0	14	64	87	31	7	98	67	4	47	81	96	78	37	87	39	58	22	31	97	87	44	99	54	52	27	18	63	93	99	60	45	50	1	95
59	72	60	17	6	58	53	13	35	66	6	44	8	49	13	79	81	41	64	68	4	74	78	28	40	60	98	54	36	85	6	12	46	90	22	61	60	23	65	22	23	83	96	11	66	28	21	40	14	27	43	23	79	44	13	76	55	62	74	62	35	77	27	96	64	14	0	51	27	79	75	73	97	75	80	59	16	90	91	67	91	62	49	88	41	65	59	41	20	93	82	78	96	54	32	78	78	59	50	35
38	32	20	38	20	70	36	71	27	1	1	95	5	96	11	36	27	14	50	88	66	66	22	32	18	48	47	65	13	47	37	55	38	84	78	69	17	18	79	72	17	22	77	18	79	96	3	23	61	42	71	4	85	71	55	55	67	37	14	45	31	80	94	45	57	64	51	0	19	52	27	97	13	77	21	45	61	33	88	33	99	92	76	1	42	22	28	72	23	68	26	35	78	2	39	3	99	55	81	60
40	28	96	13	76	67	92	23	21	7	47	53	70	73	33	4	42	36	26	68	56	43	68	45	64	63	37	35	39	34	92	44	22	42	98	30	18	94	73	23	34	34	26	87	86	49	93	8	97	29	18	43	79	69	72	91	21	2	87	71	2	44	64	43	65	87	27	19	0	46	26	2	87	77	26	93	53	61	16	27	77	99	17	41	25	93	59	22	71	84	41	42	90	24	90	43	17	53	40	22
99	54	32	51	42	94	42	21	69	46	53	84	80	59	67	38	96	25	91	22	17	8	83	52	42	49	85	41	34	16	7	29	65	48	46	83	37	14	39	33	59	2	80	95	95	4	18	47	95	32	49	21	43	25	62	46	54	28	18	41	96	4	63	18	64	31	79	52	46	0	20	75	65	58	23	26	10	63	46	78	90	25	89	30	95	16	8	87	26	3	54	1	71	10	16	37	64	12	30	9
